name,mhy_id,story,material,icon,introduction,refine,weapon_type,rarity,attr_add,getting,label
龙脊长枪,1363, 他做了一个很长、很长的梦…梦见他与大家走了很远、很远的路，来到了歌声飘舞，绿草芬芳的土地。梦见他与这里善良的人们一同欢歌，与宝石一般美丽的巨龙在空中舞蹈。睁开眼时，是风雪嘶吼的山岳上空。翠绿恬静的大地已经被火与血染红，而苍色诗人的琴声几乎被咆哮淹没。而那宝石般美丽的巨龙如同爱人般，将利齿没入他的脖颈。「再见了，妈妈，我的旅途结束了」「沉睡在白银般闪耀的雪中也不错」「再见了，美丽的诗人、美丽的龙」「如果我们能在不同的时间、地点」「相遇、欢唱、共舞，那该有多好」垂死的他由衷地想。「在我的血管当中鼓动的深刻祝福」「我所诞生的漆黑宇宙的美丽图景」「就由你们继承吧」,"['凛风奔狼的始龀*3', '凛风奔狼的裂齿*9', '凛风奔狼的断牙*9', '凛风奔狼的怀乡*4', '雾虚花粉*15', '雾虚草囊*18', '雾虚灯芯*27', '新兵的徽记*10', '士官的徽记*15', '尉官的徽记*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2020/12/03/75833613/a9505cecd5f3c45d8b857ccff349b35d_8684082608956278787.png,暂无,暂无,长柄武器,四星,物理伤害加成,锻造,weapon
磐岩结绿,1497, 据说在璃月初兴时，帝君曾执翠玉琢成之剑行走大地。在年岁不停的磨砺下，血洗的碧绿剑锋仍旧闪亮如新，鲜血随千年雨水而去，凝结的思念与怨恨却难以涤除。「结绿拥有碧水的魂灵与柔情，自能清洗残留于其上的宿怨」「但以美玉之身被塑成杀戮之器的伤痛，又有谁能抚平呢？」淡忘了名字的故友曾如是嗟怨，如是叹息，但无可阻遏的命途终于淹没了恻隐的言语。在过于悠久的年月里，浴血死斗的仇敌也曾言欢同乐，终将反目的挚友、仇恨消弭的死敌也会相约举杯一醉。这柄宝剑也是在那时，作为赠予某人的贵礼雕琢而成，名为「结绿」的翠玉，身受削凿本是为了和平与华贵。当酒器被血水溢满，温情被冷酷的欲望撕碎，化作尘埃飞散，未能送出的赠礼，未能诉说的友谊，亦成了斩向旧友的利刃。,"['雾海云间的铅丹*5', '雾海云间的汞丹*14', '雾海云间的金丹*14', '雾海云间的转还*6', '雾虚花粉*23', '雾虚草囊*27', '雾虚灯芯*41', '寻宝鸦印*15', '藏银鸦印*23', '攫金鸦印*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2021/02/02/75833613/bfa02af5665193d9b8153107d5484e57_8272816573994913980.png,暂无,暂无,单手剑,五星,暴击率、生命值、攻击力,祈愿,weapon
千岩长枪,1610, 古代的千岩军爱用的武器。以孤云阁的岩片制成，据说连龙鳞也能穿透…因为过于沉重，如今千岩军已经不再装备了。古时，千岩军尊岩王帝君之名，奉行四句箴言：「千岩牢固，重嶂不移，干城戎甲，靖妖闲邪」过去致力于斩灭妖魔、守卫道路与郊野。在和平的如今，职责则以维护秩序为主。在过去的某个时期，山岳摇撼，地动频频。千岩军为格外强壮的士兵配发了古代战争中留下的，极为沉重的千岩长枪，作为挖掘工具，以搜救伤员。「千岩长枪之利，能轻易贯通岩石」「若再有千人偕阵，可一往而无前」然而在更早以前的过去，在更为动荡的战争时代中，千岩军中的每个人，都有操使这种沉重兵器的本领。如此，才能守护岩王帝君的国土，守卫自己的家园，千人偕阵，凭千岩长枪之利，靖妖闲邪，一往无前。,"['漆黑陨铁的一粒*3', '漆黑陨铁的一片*9', '漆黑陨铁的一角*9', '漆黑陨铁的一块*4', '脆弱的骨片*15', '结实的骨片*18', '石化的骨片*27', '牢固的箭簇*10', '锐利的箭簇*15', '历战的箭簇*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2021/02/02/75833613/ea70a04d4aa0df1574e7f3d807551883_6915284450779257640.png,暂无,暂无,长柄武器,四星,攻击力、暴击率,祈愿,weapon
千岩古剑,1611, 古代的千岩军爱用的武器。以构成璃月港的神铸基岩削成，无比沉重，寻常人根本无法举起，遑论挥舞与战斗了。但据记载，古时的千岩军人能够猎猎挥舞。千岩军最初是由岩君的追随者自发组成的部队，最早可追溯到港城落成之时。以岩君、璃月之名为旗号，共进退，绝不溃弃：「千岩牢固，重嶂不移。干城戎甲，靖妖闲邪」千岩将士们无不恪守这一条教诲，百死而不悔。他们致力于追随岩王帝君的脚步，斩灭魔妖、救助百姓，守卫璃月平安。千岩军最有名的功绩，并非杀戮而是守护。以己为盾，守护身后的家园。这把巨剑无比沉重而牢固，就像守护者的责任与意志。最早削岩为剑，武装兵团的星氏与寒氏或许也预见了，在未来，拥有伟力运用这种岩剑战斗的人会越来越少。但这也代表世间和平，守护者与剑终于不再被需要了。,"['孤云寒林的光砂*3', '孤云寒林的辉岩*9', '孤云寒林的圣骸*9', '孤云寒林的神体*4', '猎兵祭刀*15', '特工祭刀*18', '督察长祭刀*27', '牢固的箭簇*10', '锐利的箭簇*15', '历战的箭簇*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2021/02/02/75833613/a457b731ddc05ea27498c1dbab1ad4e9_5817136873215016548.png,暂无,暂无,双手剑,四星,攻击力、暴击率,祈愿,weapon
护摩之杖,1612, 以炽焰洗净一切不洁之物，让污秽与火光一同升向可容纳一切的高天：这种祭仪曾在浇季中，点亮过大陆各处的薪柴，升起求福退邪的狼烟。这种炽热的祭仪在悠古的纷争高扬的时代一度盛行。因为静默神骸的妄念与梦想会化为凭附的恶瘴菑疠，将不再属于他们的子民与不曾属于他们的人子带走。彼时，救死的医者从耀若黄昏的烈火中听见，油脂沸腾枯草崩裂的响声中的低吟。「只有无羁之火能净化天地的污浊」「升起朱赤的柴禾，摒退一切妖邪」医者持妖红的手杖，引燃沾染了邪污的事物。那些被恶业与灾殃缠上的往者，未能承受深重哀伤的逝者，将在火中化作灰之蛱蝶，自浊世的一切不幸与嗟伤中解脱。而点燃无数柴禾堆的医者，传说也最终化成了飞蝶般的烟。即使这种祭仪随着和平与岁月被遗忘，漆黑的明威面前中，心中怀着烈火的人总能听见，炫惑的火之舞低吟，只有无羁的炽焰能净化天地…,"['漆黑陨铁的一粒*5', '漆黑陨铁的一片*14', '漆黑陨铁的一角*14', '漆黑陨铁的一块*6', '地脉的旧枝*23', '地脉的枯叶*27', '地脉的新芽*41', '史莱姆凝液*15', '史莱姆清*23', '史莱姆原浆*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2021/02/02/75833613/61dfa80da5cbd313dea70b12f48c7048_1985763051506243400.png,暂无,暂无,长柄武器,五星,攻击力、生命值、暴击伤害,祈愿,weapon
终末嗟叹之诗,1682, 「西方的风会带走酒的香气」「山间的风带来凯旋的消息」「远方的风牵动着我的心」「沙沙唱着我对你的想念」过去，有一名总是愁容满面的骑士。只有这首歌才能使他眉头稍稍舒展，只有在广场上唱这首歌的那位少女，才能使他暂时忘却职责带来的重负。但古国灾厄降临的腥臭最终传到了这片土地，而飘荡在欢欣的风中的歌词也被毒龙的咆哮、魔物撼动大地的脚步声、叹息声与烈焰撕碎。不愿成为王的风之神听见了恸哭的声音，为了守护故友梦想的，和风眷顾的青绿原野，从长眠中醒转，与天空的湛青之龙一同战斗…之余，骑士与骑士团也为了国土与家园而战。当猛毒之龙殒命在冰封之山，湛青之龙长眠于尖塔古城时，骑士却在谷地中流尽了鲜血。倒下时，他所挂念的只有——「现在在远方求学的她，应当平安无事吧。真想再听听她唱的歌」「至少艾伦德林与罗兰无恙。她归乡时，灾厄应该已经平息了吧」称颂神、记载双龙之战的诗有许多，最终又慢慢佚失，那位少女曾经爱唱的小曲，也在她返乡后，变了样子。「蒲公英随着晨间的风远行」「秋日的风带回收获的芬芳」「但无论怎样的风」「也不能再为我带来你的注视了」泪水与歌声都枯竭后，少女决定挥霍生命之火，洗净世界的歪曲…,"['凛风奔狼的始龀*5', '凛风奔狼的裂齿*14', '凛风奔狼的断牙*14', '凛风奔狼的怀乡*6', '沉重号角*23', '黑铜号角*27', '黑晶号角*41', '新兵的徽记*15', '士官的徽记*23', '尉官的徽记*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2021/03/15/75833613/7543084fd200a934c835c5f4e3c43561_1445795416639899431.png,暂无,暂无,弓,五星,攻击力、元素充能效率、元素精通,祈愿,weapon
暗巷闪光,1683, 笔直高贵的长剑，如同黑夜中的闪光。自始至终，剑锋上从未沾过一丝鲜血。据说后世的人们，以此为原本设计了高贵骑士的佩剑。暗色的剑身能够轻易融入过去的深夜。因为在那个时代的夜幕下，平民往往不敢点亮灯火。在一些诗人的歌里，它是被贵族统治的时代染黑的。古时记叙先祖德政的叙事诗，在贵族少年心中埋下了叛逆的种子。时机来临时，名门子弟便抛弃了家族，盗走长剑隐入了街道之中，与寻常平民一样巡弋暗巷酒馆，将贵族教养的剑术用于劫富济贫。出自贵族宝库的长剑，与贵族的血脉一同，在夜色中、屋顶上与街巷间奔行，长剑锋芒上的鳞鳞闪光始终不曾黯淡，正如抛弃腐朽的贵胄氏名的义贼之心。歌与酒与年轻的岁月总会结束。后来发生了很多事情。最终在月光下他将同行多年的长剑埋葬，逃亡出海时，又想起当年，临行前从家中宝库偷出这把长剑的自己，对家族、对过去与未来、对这片土地，和对同父异母的胞弟厄伯哈特的宣言：「就算是只有微不足道的一点点。我也想用自己的力量扭转这个漆黑的世界」,"['高塔孤王的破瓦*3', '高塔孤王的残垣*9', '高塔孤王的断片*9', '高塔孤王的碎梦*4', '沉重号角*15', '黑铜号角*18', '黑晶号角*27', '导能绘卷*10', '封魔绘卷*15', '禁咒绘卷*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2021/03/14/75833613/d52c7281587da776ac970159cdd7ab03_5264232383122989255.png,暂无,暂无,单手剑,四星,元素精通,祈愿,weapon
暗巷猎手,1684, 涂成暗色的良弓。可以完美地溶入幽邃的夜色。原本是风度翩翩的贵族在围猎之时的不二之选，但却落入了从未被抓获的义贼手中。使用它的人曾经悄无声息地射落过贵族的冠帽，曾经射断过紧绷的绞索，曾将追兵的武器射落。也曾宣言要为黑暗的时代带来光明，为受压迫者带来公平、财富与欢笑。在过去，他为受压迫者带来了公平、财富与欢笑，为权贵带来了疑惧、恼怒与夜不能寐，为夜色里的巷道、屋顶与露台带来了雨点般的轻快脚步声与酒馆中、广场上诗人的歌声，也为手提尖锐长枪，狩猎贼人的碧眼魔女献上了从贵族王器上撬下来的湛蓝水晶。但直到最后，他也没能为自己所倾心的，如蓝宝石一般冰冷的魔女带来一丝笑容。在最后，寻找死亡的魔女花朵般的面容上被刻下了罪人的墨印，而后又不知所踪…在最后，贵族义贼听从了胞弟的劝诫，抛弃了誓言，遁入不属于任何人的大海——「不知道她是否记得我的歌？记得在巷道中循着酒的气味与献给她的歌声追踪我的岁月」,"['狮牙斗士的枷锁*3', '狮牙斗士的铁链*9', '狮牙斗士的镣铐*9', '狮牙斗士的理想*4', '混沌装置*15', '混沌回路*18', '混沌炉心*27', '史莱姆凝液*10', '史莱姆清*15', '史莱姆原浆*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2021/03/14/75833613/b52a9211755f000cdddc50aff4fee0e1_2236067199592681632.png,暂无,暂无,弓,四星,攻击力,祈愿,weapon
风花之颂,1705, 蒙德的童梦里，有这样一种轻飘飘的花儿，烈风与严寒之中生长，狂舞的冰晶中盛放。与那些被强风连根拔起，席卷而去的寻常花草不同，被称为「风之花」的花朵，风愈猛烈，根茎愈强壮。如今，凡人反抗暴君的久远奋争被引以为佳节笑谈，花儿的模样亦日渐模糊，融进悠远如风的琴声当中。「赠予你无名的花朵，愿未曾经历的春日于你并非毫无意义」「愿你以希望与笑容为回报，与我同迎来烈风止息的那一天」在高塔暴君睥睨万民的时代，心怀自由的人们曾如是彼此呼召。那些寻求勇气、梦想挺起胸膛的人们编织着未知，以此为暗号。往日间孤独而脆弱的花朵迎风盛放，渐渐开满狂岚肆虐的山岭，就这样，曾漠然无根、随波逐流的臣民成为了骄傲无畏的英豪。高塔上蹙眉自守的君王愈发矮小瑟缩，再也吹不散汹涌的怒潮。「赠予你无名的花朵，愿她冠你我英雄之名，守护春日与青空」「愿朝霞化成精灵，伴着你与我，漫游于真正自在的和风之中」在古旧尖塔的废墟之上，在获得新生的人们的欢呼、合歌与泪水中，有一名红发战士背向初生的新神，如浪潮中的雨滴般隐没在人群里。他是以风之花传递暗语的先行者，在黎明前漫长的暗夜中编织晨曦。其名早已湮没于流转的时光中。但此人的作为，在诗篇中传唱不息。千年后，另一名红发骑士追随他的脚步，照亮宗室贵胄涂黑的历史。就如同「风之花」的命运一般：在重压之下、不得不奋起时才绽放，这一族的宿命恐怕永远不会变：身居至暗的黑夜，带来破晓的火光…「风之花」的形象在经年的流风中日渐隐没。其名在平和的岁月中，有了爱与欢愉的内涵。这就是在黑暗中坚定徒行的人们所希冀的吧…「盛放的花就应当象征爱、象征春天降临，」「而不再是抗争的狼烟、揭旗之人的暗号…」,"['狮牙斗士的枷锁*3', '狮牙斗士的铁链*9', '狮牙斗士的镣铐*9', '狮牙斗士的理想*4', '地脉的旧枝*15', '地脉的枯叶*18', '地脉的新芽*27', '骗骗花蜜*10', '微光花蜜*15', '原素花蜜*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2021/03/15/75833613/bb170b4ece7137095f468122bf81e029_6798112072367620156.png,暂无,暂无,弓,四星,元素精通,活动,weapon
松籁响起之时,2039, 以前有一首在民间流行的歌，是这么唱的：「将凹陷的铁钱丢给远方来的歌手与诗人」「将花束献给那少女」「将令人落泪的苦酒」「献给无法挽回的昨日，将歌声献给未来」在诗歌与音乐随风而行的国度，人们有着乐天而敏感的灵魂。据说在过去的一些时期，孤王与宗室会禁止一些和弦与曲调，因为敏锐的人能从行诗人与歌手的音乐中感受到叛逆的信号，歌曲与唱诗确实也曾被用作抗争者联络的方式。而在宗室统治的时期，敬奉风神的教会曾经分裂成这样两派：与王侯们随行共饮，一同推翻神像，谱写颂词与圣歌的教会，以及没有神职者之名的圣徒。他们在地窖街巷与高墙外行走，喝廉价烈酒，依人们手中流转的圣书原典与随风而来的话语，祝福着平民与奴隶，谱写着不被允许的诗与歌。当异国的角斗奴随着风之神的苏醒奋起，揭起叛逆的高旗时，被称为无名牧者的年长圣徒迅速动员了西风教会真正的教众，最终又与不少人一同，用自己的鲜血灌溉了这片青翠的大地。而救国起事的信号，是这首小曲在那之前不曾唱出的另一半。「将尖锐的铁片留给值得献出生命的战斗」「将绞刑架留给小贼」「将生锈的箭头磨利」「留到松籁响起之时，将那衣冠禽兽射落」,"['高塔孤王的破瓦*5', '高塔孤王的残垣*14', '高塔孤王的断片*14', '高塔孤王的碎梦*6', '沉重号角*23', '黑铜号角*27', '黑晶号角*41', '破损的面具*15', '污秽的面具*23', '不祥的面具*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2021/05/12/75833613/9601bc8290aa991fe52c42b81f57a6d2_6288984929976131281.png,暂无,暂无,双手剑,五星,物理伤害加成、攻击力、攻击速度,祈愿,weapon
幽夜华尔兹,2127, ……「小姐，在您的巡礼中，没有一滴泪水会是白流的。」常寂国土的巡礼结束时，奥兹华尔多·赫芙那梵恩斯这么对皇女说。在跨越无比漫长时空的旅途中，「断罪之皇女」与「屏断昼夜的黑鸦」见证了无数故事的结束。每滴雨点在旅途末尾都会流入苦涩的海。每个少年不平的愤怒都会归于平静。每一份热忱最终若非被时间消磨殆尽，就会在逆转的古树上走向偏执。宏伟而伟大的雷马共和国在时间之树上所处的枝权最终也会被剪断，为狼之双子中另一人的国土让出道路。世间的一切最终都会随着破灭，来到皇女的未来国土。在寂静的漆黑灵囿中，寻得自己沉眠的一隅。但即使如此，当德洛图夫特为了少年的梦想、尚未落下的雨滴而倒戈于「世界之兽」，终又被它的爪牙撕碎时，皇女仍然流下了泪水。「记好了，奥兹华尔多·赫芙那梵恩斯，幽夜净土的皇女是不会哭的。」她这么回应到，「世间谁人不是戴罪之子。当定罪之刻的钟声响起时，至夜的纱笼将再度降下。而人与野兽在其中挣扎的模样，不过是幽夜中的一曲华尔兹罢了。」「小姐所言甚是。」「哼，明白就好。」「那么，小姐，这一则故事，您还记得吗——」令原初宇宙的香水海烨烨生辉，又让阿兰若国的兽群躁动的三轮皓月中的两个，被撕裂世界边际的长剑粉碎，变成就连皇女的魔眼也不可见的细沙。或许是这样：曾经照亮一个宇宙，给三个世界的酣睡者带来梦与诗歌、又给彷徨在黎明与夕照之间的群兽带来渴望的明月，最终化成了细沙——但即使如此，它们也想寄宿在皇女永远凝视一切的明眸中，为更多地方带来细微的光明吧。没错，皇女是不会流泪的。那只是无礼的沙进入了她的眼角，身体产生的排异反应罢了。～本卷完～,"['高塔孤王的破瓦*3', '高塔孤王的残垣*9', '高塔孤王的断片*9', '高塔孤王的碎梦*4', '沉重号角*15', '黑铜号角*18', '黑晶号角*27', '寻宝鸦印*10', '藏银鸦印*15', '攫金鸦印*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2021/06/07/75833613/20fae82e8d237efc703cebebe371a32a_7003112924895248286.png,暂无,暂无,弓,四星,物理伤害加成、攻击力,祈愿,weapon
苍古自由之誓,2129, 过去曾有一首流行的祝酒与饯行之歌，是这么唱的：「假如有人拔掉你的舌头，你依旧可以用眼睛歌唱」「假如有人刺瞎你的双眼，你依旧可以用耳朵张望」「若有人妄图道破未来之事，那就邀他一同举杯吧」「即使明日不再到来，此刻的歌声也将会通向永恒」据说一方水土的性格，无论是人还是大地本身，都随他们的神而生。但究竟是生性不羁的神在抗争中，将对自由的热爱洒向大地与人们，还是人们在冰雪与烈风中对自由的期冀中孕育了热爱自由的风之神，则是早已不可考的问题。而那首歌，往往唱响在灰暗的时代。无论是在烈风的王者君临尖塔之时，或是内里朽坏的贵族推倒神像之时，在幽闭的地窖、暗巷中，在破旧的小酒馆中，歌声渗透烈风与铁腕，织成抗争的英雄之茧。在悠古过去的那一天，在圆环包围的寂静都城中，随着谁人的琴声，呼喝声终于冲破了烈风的监牢。某位少年、精灵、射手、骑士与红发的流浪战士，他们站在如锥心长矛般指向深空，又如石巨人般投下阴影的尖塔前，立下自由的誓言，许下粉碎塔上孤王的决绝宏愿。而无法登上尖塔的病弱者，则合唱着平日只能低声对着无风的角落哼唱的，那首祝酒与践行之歌，以摇撼城墙的气势，趋使着高扬旗号的勇者们攀登…「假如有人拔掉你的舌头，你依旧可以用眼睛歌唱」「假如有人刺瞎你的双眼，你依旧可以用耳朵张望」「但是，假如谁人胆敢夺走你歌唱、你张望的自由」「——那就，绝对绝对不能容赦」,"['狮牙斗士的枷锁*5', '狮牙斗士的铁链*14', '狮牙斗士的镣铐*14', '狮牙斗士的理想*6', '混沌装置*23', '混沌回路*27', '混沌炉心*41', '导能绘卷*15', '封魔绘卷*23', '禁咒绘卷*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2021/06/07/75833613/074f153b0401c04bee7434370ef352ee_5371774056196814778.png,暂无,暂无,单手剑,五星,攻击力、元素精通,祈愿,weapon
破魔之弓,2287, 「快下去。女人在船上很碍手碍脚！」唤作赤穗百目鬼的贼人说，背过身去。但听了这话，巫女却忍不住微笑起来。如果当初教我射术的人没有随将军出征的话，那我们的儿子，如今应当是左卫门的年纪了，而我或许就应当姓高岭，或者由他姓浅濑了…左卫门的口吻，和故意背向我的模样，简直和他当年提着刀离开的时候一样。那么这次，我绝对不会让这个人死去，哪怕与「雷之三重巴」之旗为敌也好…「扬帆之刻到了，铦与刀都已磨利。」「就让那些官兵看看，清籁的骨气！」聆听着出航的船歌，巫女放下了战弓。过去在影向山偷学的真正的「法术」，虽说对不起天狗老师，就用在这里吧。解开维系千年的大结界，让紫电之鸢垂死的怨恨，肆虐雷神旗号的舰船吧。只希望那匹老猫，不要闯进雷霆里来…,"['鸣神御灵的明惠*3', '鸣神御灵的欢喜*9', '鸣神御灵的亲爱*9', '鸣神御灵的勇武*4', '黯淡棱镜*15', '水晶棱镜*18', '偏光棱镜*27', '牢固的箭簇*10', '锐利的箭簇*15', '历战的箭簇*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2021/07/19/75833613/dda4a567d9ae43dc385e1fd3b7b5fed8_657560530658326338.png,暂无,暂无,弓,四星,攻击力,锻造,weapon
白辰之环,2288, 「聚散太匆匆，夜宿朝别如一梦。」这浅薄平凡的一生，我自认过得很充实。我曾经以白辰狐之身，与机敏可爱的眷属们，奔走鸣神的草野山岳。希望，在一切都结束之后，它们能再度欢快地奔跑呢…我曾与面容如月的鬼族少女，一同在御前献艺倾奇与神乐，我也曾为她的剑舞不住叫好。希望她的美貌、勇武与仪态，能够为千年后的人久久传颂。一想到那名少女令人自愧弗如的美，就不禁希望以面具掩盖如今的模样…我曾与影向的天狗族长竞足，跑遍修验之灵山的表里参道，比拼我们双方的速度与力量。最终取胜的，竟是白辰一族的我。现在想来，她对我手下留情了吧。一念及此，就觉得有点不甘心呢…我曾设计执着于与我斗法的妖狸，使他心悦诚服地向将军大人投降。我同时不知耻地设计了那位大人，使她将僭越的大妖狸王纳入麾下。那夜御苑的月色透过树枝与花瓣，洒落在庭院里，美得像无数珍珠，如今依然在我浅薄的心中闪着光…希望她能够记住，在别离之前，我斗胆提出的冗长箴言。「不被蒙蔽、不受动摇，一直走在您所坚信的道路上。」并希望我的箴言，能为她多少抵挡几句谎言、几分恶念。也愿那顽皮却纯粹善良的狸子，不会记恨我最后的欺瞒…现在，在最为漆黑的地方，我也会牢牢抓住这些景象，让它们如同穿透云霭的月，照亮自己渺小脆弱的心灵。在这一生中，我也曾化为人的形姿，与这些短寿而美丽的小小生灵同行，以不同的身份，成为许多人的挚友。无论是为了故里的神社而前来鸣神修习的巫女，还是在夏祭中因为神鉾队伍与大人走散的孩子，抑或是最终前往璃月修习仙家之术的随和少年；无论是为了让城町繁荣而殚精竭虑的那位勘定，还是说那个醉心于打造无比锋利的刀剑的匠人，抑或是用巧技让人造的流星在深空绽放的一族，所有人，都是我不曾料想能够有幸结交的挚友。守护他们的结界，但愿不会被任何黑暗侵蚀…这一切，所有的所有，都是我如今所怀念的。「所以啊，撕咬我的漆黑意志，」「现在我已经失去了所有力量，」「我的白辰之血就任您挥洒吧。」「但是，尽管处于卑微的立场，」「我仍希望您能聆听我的请求…」「如果您能看见我所珍重之物，」「那么就请您饶恕那些生灵吧。」「如果您恩准我提出一个愿望，」「就请您将我永远明亮的记忆，」「归还给我热爱的这片土地吧。」「希望以此，在您的肆虐之后，」「仍然有美好的东西能留下来…」,"['远海夷地的瑚枝*3', '远海夷地的玉枝*9', '远海夷地的琼枝*9', '远海夷地的金枝*4', '黯淡棱镜*15', '水晶棱镜*18', '偏光棱镜*27', '导能绘卷*10', '封魔绘卷*15', '禁咒绘卷*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2021/07/19/75833613/9fd23f11d945191ce94a6f902559e1a2_1227521075884277892.png,暂无,暂无,法器,四星,元素充能效率、元素伤害,锻造,weapon
雾切之回光,2289, 将军御赐旗本的铭刀之一，据说其势能挟雷光之威斩开山岚夜雾。曾一度碎裂成上千片。重铸后，刀身上留下了如流云一般的纹痕。在歌谣之中，「大手门荒泷、胤之岩藏、长蛇喜多院、雾切高岭」尚武的孩童将历史上的名武者并列，其中的「雾切高岭」就是他。曾与祓行的神人一同，以其秘剑「雾切」斩落无数的妖物与祟神。也曾从影向的天狗处学会操弓的心得，又将射术教给了中意之人。然而秘剑雾切再并无后人传承，仅仅存留在话本、绘图与童谣中。在其生涯的最末，他作为寄骑在将军的阵列中与漆黑的军势向对。如果没有将爱用的弓，作为赌注留在了她的身畔，或许情况也会不同吧。但真赌徒无论如何也不能后悔，绝不计较「如果」、绝不悔恨「假使」。敌人如同迷雾般涌来，那不断地使出连山岚夜雾也能斩断的妙剑就行了。斩切的速度足够快的话，那就能拨开欲深的漆黑迷雾，能瞥见光明吧——「浅濑，与你的约定…不，这场终结一切赌局的豪赌，我绝对不会输。」「我一定会回去。然后连同作为赌资的弓一起，取走我所赢得的未来！」如同连绵不绝的雷光，他与雾切一同斩落了无数妖物。但最终刀剑究竟仍是不如剑客的执着强韧，逐渐破碎。而漆黑的浓雾，也将他完全淹没了…在最后仅有刀的部分碎片被取回重铸，承担雾切之名。如同紧握垂入黑暗的蜘蛛丝般，紧握破碎刀柄的武者，在漆黑的浓雾中，仍然拗执地在内心中不断告诉自己：赌局的胜负尚且没有定论。我一定要回到浅濑的身边…,"['远海夷地的瑚枝*5', '远海夷地的玉枝*14', '远海夷地的琼枝*14', '远海夷地的金枝*6', '混沌机关*23', '混沌枢纽*27', '混沌真眼*41', '破旧的刀镡*15', '影打刀镡*23', '名刀镡*27', '精锻用魔矿*907']",https://uploadstatic.mihoyo.com/ys-obc/2021/07/18/75833613/a3eb5b2dbfaed0dc91f39038db3919b2_3947809028567339166.png,暂无,暂无,单手剑,五星,暴击伤害、元素伤害,祈愿,weapon
桂木斩长正,2302, 踏鞴砂过去的某一任目付设计的长卷。据说与其人一般有着朴实刚正的性格。在引入远国的技术制造「御影炉心」前，漫长的时间里，踏鞴砂所采用的冶炼方法一直是传统的「踏鞴制铁法」。御舆长正担任目付后，一度痴迷于钢铁的冷峻之美当中。他向同样热衷于刀剑锻冶的宫崎造兵司佑兼雄请教心得，最终亲手造出了这一柄坚硬朴实的大刀「大踏鞴长正」。虽然不过是御舆家的养子；虽然养母让御舆之名被染黑；虽然御舆的嫡子道启抛弃了孑然一身的自己，销声匿迹；但他自诩的愚钝、实际的忠义令他百倍珍惜御舆的名号。努力进入官府，并以百倍的勤奋与清明，洗刷家族污名。就算自己的寄骑桂木有一丝的渎职，也毫不留情地斩落。在那之后，这把刀的名字与他的别称，就永远地改变了。,"['鸣神御灵的明惠*3', '鸣神御灵的欢喜*9', '鸣神御灵的亲爱*9', '鸣神御灵的勇武*4', '混沌机关*15', '混沌枢纽*18', '混沌真眼*27', '破旧的刀镡*10', '影打刀镡*15', '名刀镡*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2021/07/19/75833613/a7b03317a161f04f66cd839c5ac391c1_1029134430971906843.png,暂无,暂无,双手剑,四星,元素充能效率,锻造,weapon
天目影打刀,2307, 名刀「薄缘满光天目」的其中一柄影打。由岩藏流初代宗主「道胤」赠予柴门家，报答他在自己隐居绀田村时受到的关照。传说中岩藏流的秘剑「天狗抄」是内心中不能有一丝迷惘，才能使出的剑技。「天狗抄」之名在过去音同「天狗胜」，是连自在空行的天狗也能切落之剑。在数百年间，承袭「胤」之名的岩藏剑豪在稻妻诸岛施展秘剑，斩妖邪无数。据说「天狗抄」最初完成时，是在一间不再有香火的小社院内。秘剑威力之大，将屋舍尽数摧毁，而岩藏道胤的刀也断为两截。在这之后，凭借剑术他创立了岩藏流，成为了九条家的指南役，并向当时的天目定制了随胤之名流传的名刀「薄缘满光天目」。那把刀的事迹有着诸多传说，据说锋利得连人的缘分也能斩断。至于冗长的刀号，传说是岩藏道胤在定制时向天目特别指定的。,"['远海夷地的瑚枝*3', '远海夷地的玉枝*9', '远海夷地的琼枝*9', '远海夷地的金枝*4', '混沌机关*15', '混沌枢纽*18', '混沌真眼*27', '破旧的刀镡*10', '影打刀镡*15', '名刀镡*18', '精锻用魔矿*605']",https://uploadstatic.mihoyo.com/ys-obc/2021/10/21/75833613/ed49afc0e189b8292bba65e91d19fecf_4776350835348014308.png,暂无,暂无,单手剑,四星,攻击力,锻造,weapon
